Arctopsyche sp. AA,AAアミメシマトビケラ
Carpophthoracidia matsumotoi,マツモトハマダラミバエ
Alpinanoplophilus matsumotoi,マツモトヒラタクチキウマ
Agabus matsumotoi,マツモトマメゲンゴロウ
Notonecta triguttata,マツモムシ
Ishiharodelphax matsuyamensis,マツヤマチビウンカ
Sericania matsuyamana,マツヤマチャイロコガネ
Nipponomarolia matsuyamensis,マツヤマハネナシナガクチキ
Callista chinensis,マツヤマワスレガイ
Oenothera stricta,マツヨイグサ
Silene latifolia ssp.alba,マツヨイセンノウ
Gastrochilus matsuran,マツラン
Leucophaea maderae,マデイラゴキブリ
Solen strictus,マテガイ
Lithocarpus edulis,マテバシイ
Simulium sakishimaense,マドアキアシマダラブユ
Thyris usitata,マドガ
Tipula nova,マドガガンボ
Spio filicornis,マドカスピオ
Chrysogaster semiopaca,マドクロハナアブ
Ampedus matobai matobai,マトバアカコメツキ
Chatanayus insularis isaoi,マトバウスカバイロコメツキ
Glyphonyx matobai,マトバクチボソコメツキ
Ectamenogonus matobai,マトバコナガコメツキ
Chymomyza fenestrata,マドハシリショウジョウバエ
Miquasus convexipennis,マトバチビマメコメツキ
Amyna natalis,マドバネサビイロヤガ
Empria quadrimaculata,マドハバチ
Priopus satoi matobai,マトバホソクシコメツキ
Dryadodacryma fenestratum,マドハマダラミバエ
Eumerus japonicus,マドヒラタアブ
Lethrinus harak,マトフエフキ
Terebralia sulcata,マドモチウミニナ
Pampus punctatissimus,マナガツオ
Psychodocha motoharui,マナゴチョウバエ
Goniozus eriae,マナコハマキアリガタバチ
Ponera kohmoku,マナコハリアリ
Grus vipio,マナヅル
Strumigenys masukoi,マナヅルウロコアリ
Loxocalyx ambiguus,マネキグサ
Miagrammopes orientalis,マネキグモ
Mimobdella japonica,マネビル
Goniocraspedon manoi,マノアツバ
Acanthogobius flavimanus,マハゼ
Trechiama meridianus,マヒルナガチビゴミムシ
Carduelis spinus,マヒワ
Takifugu porphyreus,マフグ
Trechiama mahoae,マホメクラチビゴミムシ
Ogasawaracris gloriosus,マボロシオオバッタ
Hynobius guttatus,マホロバサンショウウオ
Hyadina japonica,マホロバソメワケミギワバエ
Pidonia leucanthophila,マホロバヒメハナカミキリ
Melampyrum roseum var.japonicum,ママコナ
Persicaria senticosa,ママコノシリヌグイ
Evarcha fasciata,マミクロハエトリ
Zoothera sibirica,マミジロ
Sterna anaethetus,マミジロアジサシ
Ficedula zanthopygia,マミジロキビタキ
Porzana cinerea,マミジロクイナ
Anthus richardi,マミジロタヒバリ
Saxicola rubetra,マミジロノビタキ
Evarcha albaria,マミジロハエトリ
Turdus obscurus,マミチャジナイ
Arisaema japonicum,マムシグサ
Arisaema serratum group,マムシグサ（広義）
Bradysia fimbriata,マムシグサクロバネキノコバエ
Trechiama umbraticus,マムロガワメクラチビゴミムシ
Cyclograpsus pumilio,マメアカイソガニ
Ipomoea lacunosa,マメアサガオ
Morana discedens,マメアリヅカムシ
Ordgarius hobsoni,マメイタイセキグモ
Ringicula doliaris,マメウラシマガイ
Araneus nojimai,マメオニグモ
Diospyros lotus,マメガキ
Stenus concinnus,マメカタビロメダカハネカクシ
Paratachycines parvus,マメカマドウマ
Cotula australis,マメカミツレ
Regimbartia attenuata,マメガムシ
Catocala duplicata,マメキシタバ
Entomognathus brevis,マメギングチバチ
Elaeagnus montana var.montana,マメグミ
Melanogryllus bilineatus,マメクロコオロギ
Figulus punctatus,マメクワガタ
Lepidium virginicum,マメグンバイナズナ
Paromicrus affinis,マメケシガムシ
Agabus japonicus,マメゲンゴロウ
Popillia japonica,マメコガネ
Tiphia popilliavora,マメコガネコツチバチ
Tiphia isolata,マメコツチバチ
Osmia cornifrons,マメコバチ
Pyrhila pisum,マメコブシガニ
Loberus excisus,マメコメツキモドキ
Stenolophus fulvicornis,マメゴモクムシ
Cerasus incisa var.incisa,マメザクラ
Pisidium japonicum,マメシジミ
Hippotion rosetta,マメシタベニスズメ
Carex pudica,マメスゲ
Uncifer bruchoides,マメゾウガタチビヒゲナガゾウムシ
Cuscuta australis,マメダオシ
Parafossarulus manchouricus japonicus,マメタニシ
Panelus parvulus,マメダルマコガネ
Trachys reitteri,マメチビタマムシ
Mythimna stolida,マメチャイロキヨトウ
Lemmaphyllum microphyllum var.microphyllum,マメヅタ
Bulbophyllum drymoglossum,マメヅタラン
Baeocera curtula,マメデオキノコムシ
Panscopaeus lithocharoides,マメトガリハネカクシ
Cifuna locuples confusa,マメドクガ
Lycopersicon esculentum var.cerasiforme,マメトマト
Maruca vitrata,マメノメイガ
Epicauta gorhami,マメハンミョウ
Eurya emarginata var.minutissima,マメヒサカキ
Modiolus margaritaceus,マメヒバリガイ
Andrena minutula,マメヒメハナバチ
Epuraea paulula,マメヒラタケシキスイ
Acolophus debilis,マメヒラタホソカタムシ
Clypeorhagus marginatus,マメフチトリコメツキダマシ
Pseudopiezotrachelus collaris,マメホソクチゾウムシ
Ceramica pisi nyiwonis,マメヨトウ
Electragapetus mayaensis,マヤコハクヤマトビケラ
Carabus maiyasanus maiyasanus,マヤサンオサムシ
Carabus maiyasanus ohkawai,マヤサンオサムシ鵜方亜種
Carabus maiyasanus shigaraki,マヤサンオサムシ信楽亜種
Carabus maiyasanus takiharensis,マヤサンオサムシ滝原亜種
Carabus maiyasanus hokurikuensis,マヤサンオサムシ北陸地方亜種
Carabus maiyasanus yoroensis,マヤサンオサムシ養老山地亜種
Carabus maiyasanus suzukanus,マヤサンオサムシ鈴鹿山脈南東部亜種
Lathrobium mayasanense,マヤサンコバネナガハネカクシ
Mesechthistatus furciferus furciferus,マヤサンコブヤハズカミキリ
Trechiama maya,マヤサンナガチビゴミムシ
Scopaeus japonicus,マヤサンヒメクビボソハネカクシ
Rhyacophila mayaensis,マヤナガレトビケラ
Clubiona maya,マヤフクログモ
Cymbidium macrorhizon,マヤラン
Adula schmidti,マユイガイ
Sympetrum eroticum eroticum,マユタテアカネ
Octotemnus pilosoceps,マユナガツヤツツキノコムシ
Euonymus sieboldianus,マユミ
Araneus mayumiae,マユミオニグモ
Bryaxis mayumi,マユミオノヒゲアリヅカムシ
Sitticus floricola,マユミコゲチャハエトリ
Callilepis nocturna,マユミテオノグモ
Neoploca arctipennis,マユミトガリバ
Clubiona mayumiae,マユミフクログモ
Macrophya malaisei malaisei,マライセクロハバチ
Pachyprotasis malaisei,マライセシマハバチ
Leptocimbex malaisei,マライセヒラクチハバチ
Nephylengys malabarensis,マラバルジョロウグモモドキ
Nephotettix malayanus,マラヤツマグロヨコバイ
Euryommatus mariae,マリアクモゾウムシ
Polyplectropus malickyi,マリツキイワトビケラ
Aleochara coreana,マルアカヒゲブトハネカクシ
Decapterus maruadsi,マルアジ
Longitarsus tabidus,マルアシナガトビハムシ
Nerita histrio,マルアマオブネガイ
Lepyronia coleoptrata,マルアワフキ
Littoraria sinensis,マルウズラタマキビガイ
Gergithus variabilis,マルウンカ
Caprella penantis,マルエラワレカラ
Onthophagus viduus,マルエンマコガネ
Idiostrangalia maruokai,マルオカホソハナカミキリ
Trechiama hiroyukii,マルオカメクラチビゴミムシ
Colpodes maruokai,マルオカモリヒラタゴミムシ
Holotrichia convexopyga,マルオクロコガネ
Sphaeroma rotundicaudum,マルオコツブムシ
Crossotarsus emancipatus,マルオナガキクイムシ
Amphinemura bulla,マルオナシカワゲラ
Hydrobaenus tsukubalatus,マルオフユユスリカ
Carteronica longilobus,マルオユスリカ
Dactylotus falcatus,マルカククチゾウムシ
Chlaenius rotundus,マルガタアオゴミムシ
Stonemyia yezoensis,マルガタアブ
Craspedophorus mandarinus,マルガタオオヨツボシゴミムシ
Philoscotus brevis,マルガタオチバアリヅカムシ
Hebasculinus japonus,マルガタカクケシキスイ
Curelius japonicus,マルガタキスイ
Graphoderus adamsii,マルガタゲンゴロウ
Amara chalcites,マルガタゴミムシ
Platyscelis subcordata,マルガタゴミムシダマシ
Harpalus bungii,マルガタゴモクムシ
Oreodytes sanmarkii,マルガタシマチビゲンゴロウ
Trachys ineditus,マルガタチビタマムシ
Contacyphon granulosus,マルガタチビマルハナノミ
Synuchus arcuaticollis,マルガタツヤヒラタゴミムシ
Bystodes orbicularis,マルガタテントウダマシ
Pterostichus subovatus,マルガタナガゴミムシ
Pachytodes cometes,マルガタハナカミキリ
Aradus bilobatus,マルガタヒラタカメムシ
Maladera secreta,マルガタビロウドコガネ
Orthoperus japonicus,マルガタミジンムシ
Stenus inaspectus,マルカドオチバメダカハネカクシ
Atelidea globosa,マルカネグモ
Bolitophagiella pannosa,マルカブトゴミムシダマシ
Hydrocassis lacustris,マルガムシ
Megacopta punctatissima,マルカメムシ
Pagria ussuriensis,マルキバネサルハムシ
Stelidota multiguttata,マルキマダラケシキスイ
Melanotus fortnumi fortnumi,マルクビクシコメツキ
Trichoferus campestris,マルクビケマダラカミキリ
Nebria chinensis chinensis,マルクビゴミムシ
Dyschirius sphaerulifer,マルクビチビヒョウタンゴミムシ
Meloe corvinus,マルクビツチハンミョウ
Megauchenia angustata,マルクビツツケシキスイ
Curtomerus flavus,マルクビヒメカミキリ
Dolichopeza circulans,マルクボユウレイガガンボ
Macrophya falsifica,マルクロハバチ
Acalypta sauteri,マルグンバイ
Strumigenys circothrix,マルゲウロコアリ
Cercyon rotundutus,マルケシガムシ
Hydrovatus subtilis,マルケシゲンゴロウ
Leucocraspedum rufotestaceum,マルケシハネカクシ
Pterostichus nimbatidius,マルコガシラナガゴミムシ
Cybister lewisianus,マルコガタノゲンゴロウ
Colydidarum nigra,マルゴキブリ
Gnorimosphaeroma ovatum,マルコツブムシ
Trachinotus blochii,マルコバン
Araneus rotundicornis,マルコブオニグモ
Trox mitis,マルコブスジコガネ
Okhotigone sounkyoensis,マルコブヌカグモ
Cyclosa vallata,マルゴミグモ
Hyporhamphus dussumieri,マルサヨリ
Centromerus sylvaticus,マルサラグモ
Edessena gentiusalis,マルシラホシアツバ
Eysarcoris guttigerus,マルシラホシカメムシ
Dysmilichia fukudai,マルシロホシヒメヨトウ
Ribes uva-crispa,マルスグリ
Tympanophorus hayashidai,マルズツヤケシアバタハネカクシ
Bisnius macies,マルズニセコガシラハネカクシ
Domene crassicornis,マルズハネカクシ
Euleia helaclei,マルズハマダラミバエ
Scorpaenopsis macrochir,マルスベカサゴ
Liodrosophila globosa,マルセダカショウジョウバエ
Uloma marseuli fujitai,マルセルエグリゴミムシダマシ大東諸島亜種
Uloma marseuli marseuli,マルセルエグリゴミムシダマシ本土亜種
Ero koreana,マルセンショウグモ
Leptochela sydniensis,マルソコシラエビ
Pseudaspius brandtii maruta,マルタ
Copris brachypterus,マルダイコクコガネ
Cipangopaludina chinensis laeta,マルタニシ
Clambus formosanus japonicus,マルタマキノコムシモドキ
Panelus ovatus,マルダルマコガネ
Anaciaeschna martini,マルタンヤンマ
Pelthydrus japonicus,マルチビガムシ
Leiodytes frontalis,マルチビゲンゴロウ
Caedius marinus,マルチビゴミムシダマシ
Cryptomalus montivagus,マルチビヒラタエンマムシ
Microporus nigrita,マルツチカメムシ
Micrasema quadriloba,マルツツトビケラ
Gargara genistae,マルツノゼミ
Araneus semilunaris,マルヅメオニグモ
Platydema kurama,マルツヤキノコゴミムシダマシ
Tetraphyllus scatebrae,マルツヤニジゴミムシダマシ
Holoparamecus ellipticus,マルツヤヒメマキムシ
Aphodius troitzkyi,マルツヤマグソコガネ
Kundakimuka pallipes,マルテングカスミカメ
Mitrella martensi,マルテンスマツムシ
Trypoxylon schmiedeknechti,マルトキンジガバチモドキ
Sinanodonta calipygos,マルドブガイ
Georissus canalifer,マルドロムシ
Grouvellinus subopacus,マルナガアシドロムシ
Pirata hiroshii,マルヌマコモリグモ
Fraxinus sieboldiana,マルバアオダモ
Chenopodium acuminatum var.acuminatum,マルバアカザ
Chenopodium acuminatum,マルバアカザ（広義）
Elaeagnus umbellata var.rotundifolia,マルバアキグミ
Ipomoea purpurea,マルバアサガオ
Ipomoea hederacea var.integriuscula,マルバアメリカアサガオ
Deutzia scabra var.scabra,マルバウツギ
Aristolochia contorta,マルバウマノスズクサ
Boninnadagara crinomorpha,マルバエダシャク
Caldesia parnassiifolia,マルバオモダカ
Eucrate crenata,マルバガニ
Patrinia gibbosa,マルバキンレイカ
Synegia ichinosawana,マルハグルマエダシャク
Nola thyrophora,マルバコブガ
Viburnum sieboldii var.obovatifolium,マルバゴマキ
Cardamine tanakae,マルバコンロンソウ
Smilax stans,マルバサンキライ
Spiraea betulifolia var.betulifolia,マルバシモツケ
Didia striatella,マルバスジマダラメイガ
Viola keiskei,マルバスミレ
Ligularia dentata,マルバダケブキ
Holobus antennatatus,マルハダニカブリケシハネカクシ
Cardamine sp.,マルバタネツケバナ
Ehretia dicksonii,マルバチシャノキ
Mitella nuda,マルバチャルメルソウ
Commelina benghalensis,マルバツユクサ
Ainsliaea fragrans,マルバテイショウソウ
